scientific name,eBird species group
Daphoenositta chrysoptera leucoptera,Sittellas
Daphoenositta chrysoptera striata,Sittellas
Daphoenositta chrysoptera leucocephala,Sittellas
Daphoenositta chrysoptera chrysoptera,Sittellas
Daphoenositta chrysoptera pileata,Sittellas
Eulacestoma nigropectus,Ploughbill
Eulacestoma nigropectus clara,Ploughbill
Eulacestoma nigropectus nigropectus,Ploughbill
Falcunculus frontatus,Shrike-tit
Falcunculus frontatus frontatus,Shrike-tit
Falcunculus frontatus leucogaster,Shrike-tit
Falcunculus frontatus whitei,Shrike-tit
Pseudorectes ferrugineus,Whistlers and Allies
Pseudorectes ferrugineus leucorhyncha,Whistlers and Allies
Pseudorectes ferrugineus fuscus,Whistlers and Allies
Pseudorectes ferrugineus brevipennis,Whistlers and Allies
Pseudorectes ferrugineus ferrugineus,Whistlers and Allies
Pseudorectes ferrugineus holerythrus,Whistlers and Allies
Pseudorectes ferrugineus clarus,Whistlers and Allies
Pseudorectes incertus,Whistlers and Allies
Colluricincla woodwardi,Whistlers and Allies
Colluricincla boweri,Whistlers and Allies
Colluricincla harmonica,Whistlers and Allies
Colluricincla harmonica tachycrypta,Whistlers and Allies
Colluricincla harmonica brunnea,Whistlers and Allies
Colluricincla harmonica superciliosa,Whistlers and Allies
Colluricincla harmonica harmonica,Whistlers and Allies
Colluricincla harmonica strigata,Whistlers and Allies
Colluricincla harmonica rufiventris,Whistlers and Allies
Colluricincla tenebrosa,Whistlers and Allies
Colluricincla tenebrosa atra,Whistlers and Allies
Colluricincla tenebrosa tenebrosa,Whistlers and Allies
Colluricincla megarhyncha,Whistlers and Allies
Colluricincla megarhyncha affinis,Whistlers and Allies
Colluricincla megarhyncha [megarhyncha Group],Whistlers and Allies
Colluricincla megarhyncha batantae,Whistlers and Allies
Colluricincla megarhyncha misoliensis,Whistlers and Allies
Colluricincla megarhyncha melanorhyncha,Whistlers and Allies
Colluricincla megarhyncha aruensis,Whistlers and Allies
Colluricincla megarhyncha megarhyncha,Whistlers and Allies
Colluricincla megarhyncha ferruginea,Whistlers and Allies
Colluricincla megarhyncha goodsoni,Whistlers and Allies
Colluricincla megarhyncha wuroi,Whistlers and Allies
Colluricincla megarhyncha palmeri,Whistlers and Allies
Colluricincla megarhyncha parvula,Whistlers and Allies
Colluricincla megarhyncha [obscura Group],Whistlers and Allies
Colluricincla megarhyncha obscura,Whistlers and Allies
Colluricincla megarhyncha idenburgi,Whistlers and Allies
Colluricincla megarhyncha hybridus,Whistlers and Allies
Colluricincla megarhyncha [tappenbecki Group],Whistlers and Allies
Colluricincla megarhyncha tappenbecki,Whistlers and Allies
Colluricincla megarhyncha maeandrina,Whistlers and Allies
Colluricincla megarhyncha madaraszi,Whistlers and Allies
Colluricincla megarhyncha [fortis Group],Whistlers and Allies
Colluricincla megarhyncha neos,Whistlers and Allies
Colluricincla megarhyncha despecta,Whistlers and Allies
Colluricincla megarhyncha superflua,Whistlers and Allies
Colluricincla megarhyncha fortis,Whistlers and Allies
Colluricincla megarhyncha trobriandi,Whistlers and Allies
Colluricincla megarhyncha discolor,Whistlers and Allies
Colluricincla megarhyncha [rufogaster Group],Whistlers and Allies
Colluricincla megarhyncha aelptes,Whistlers and Allies
Colluricincla megarhyncha normani,Whistlers and Allies
Colluricincla megarhyncha griseata,Whistlers and Allies
Colluricincla megarhyncha synaptica,Whistlers and Allies
Colluricincla megarhyncha gouldii,Whistlers and Allies
Colluricincla megarhyncha rufogaster,Whistlers and Allies
Colluricincla sp.,Whistlers and Allies
Melanorectes nigrescens,Whistlers and Allies
Melanorectes nigrescens nigrescens,Whistlers and Allies
Melanorectes nigrescens wandamensis,Whistlers and Allies
Melanorectes nigrescens buergersi,Whistlers and Allies
Melanorectes nigrescens meeki,Whistlers and Allies
Melanorectes nigrescens harterti,Whistlers and Allies
Melanorectes nigrescens schistaceus,Whistlers and Allies
Coracornis sanghirensis,Whistlers and Allies
Coracornis raveni,Whistlers and Allies
Pachycephala olivacea,Whistlers and Allies
Pachycephala olivacea macphersoniana,Whistlers and Allies
Pachycephala olivacea olivacea,Whistlers and Allies
Pachycephala olivacea bathychroa,Whistlers and Allies
Pachycephala olivacea apatetes,Whistlers and Allies
Pachycephala olivacea hesperus,Whistlers and Allies
Pachycephala rufogularis,Whistlers and Allies
Pachycephala inornata,Whistlers and Allies
Pachycephala nudigula,Whistlers and Allies
Pachycephala nudigula ilsa,Whistlers and Allies
Pachycephala nudigula nudigula,Whistlers and Allies
Pachycephala orpheus,Whistlers and Allies
Pachycephala schlegelii,Whistlers and Allies
Pachycephala schlegelii schlegelii,Whistlers and Allies
Pachycephala schlegelii obscurior,Whistlers and Allies
Pachycephala schlegelii cyclopum,Whistlers and Allies
Pachycephala chlorura,Whistlers and Allies
Pachycephala chlorura intacta,Whistlers and Allies
Pachycephala chlorura chlorura,Whistlers and Allies
Pachycephala chlorura cucullata,Whistlers and Allies
Pachycephala chlorura littayei,Whistlers and Allies
Pachycephala meyeri,Whistlers and Allies
Pachycephala soror,Whistlers and Allies
Pachycephala soror soror,Whistlers and Allies
Pachycephala soror klossi,Whistlers and Allies
Pachycephala soror bartoni,Whistlers and Allies
Pachycephala soror octogenarii,Whistlers and Allies
Pachycephala soror remota,Whistlers and Allies
Pachycephala vitiensis,Whistlers and Allies
Pachycephala vitiensis [vitiensis Group],Whistlers and Allies
Pachycephala vitiensis kandavensis,Whistlers and Allies
Pachycephala vitiensis lauana,Whistlers and Allies
Pachycephala vitiensis vitiensis,Whistlers and Allies
Pachycephala vitiensis [graeffii Group],Whistlers and Allies
Pachycephala vitiensis koroana,Whistlers and Allies
Pachycephala vitiensis torquata,Whistlers and Allies
Pachycephala vitiensis ambigua,Whistlers and Allies
Pachycephala vitiensis optata,Whistlers and Allies
Pachycephala vitiensis graeffii,Whistlers and Allies
Pachycephala vitiensis aurantiiventris,Whistlers and Allies
Pachycephala vitiensis bella,Whistlers and Allies
Pachycephala flavifrons,Whistlers and Allies
Pachycephala jacquinoti,Whistlers and Allies
Pachycephala caledonica,Whistlers and Allies
Pachycephala implicata,Whistlers and Allies
Pachycephala richardsi,Whistlers and Allies
Pachycephala citreogaster,Whistlers and Allies
Pachycephala citreogaster tabarensis,Whistlers and Allies
Pachycephala citreogaster ottomeyeri,Whistlers and Allies
Pachycephala citreogaster goodsoni,Whistlers and Allies
Pachycephala citreogaster citreogaster,Whistlers and Allies
Pachycephala citreogaster sexuvaria,Whistlers and Allies
Pachycephala collaris,Whistlers and Allies
Pachycephala collaris collaris,Whistlers and Allies
Pachycephala collaris misimae,Whistlers and Allies
Pachycephala collaris rosseliana,Whistlers and Allies
Pachycephala vanikorensis,Whistlers and Allies
Pachycephala vanikorensis ornata,Whistlers and Allies
Pachycephala vanikorensis utupuae,Whistlers and Allies
Pachycephala vanikorensis vanikorensis,Whistlers and Allies
Pachycephala orioloides,Whistlers and Allies
Pachycephala orioloides whitneyi,Whistlers and Allies
Pachycephala orioloides bougainvillei,Whistlers and Allies
Pachycephala orioloides orioloides,Whistlers and Allies
Pachycephala orioloides cinnamomea,Whistlers and Allies
Pachycephala orioloides sanfordi,Whistlers and Allies
Pachycephala orioloides pavuvu,Whistlers and Allies
Pachycephala orioloides centralis,Whistlers and Allies
Pachycephala orioloides melanoptera,Whistlers and Allies
Pachycephala orioloides melanonota,Whistlers and Allies
Pachycephala orioloides christophori,Whistlers and Allies
Pachycephala feminina,Whistlers and Allies
Pachycephala fulvotincta,Whistlers and Allies
Pachycephala fulvotincta teysmanni,Whistlers and Allies
Pachycephala fulvotincta [fulvotincta Group],Whistlers and Allies
Pachycephala fulvotincta javana,Whistlers and Allies
Pachycephala fulvotincta everetti,Whistlers and Allies
Pachycephala fulvotincta fulvotincta,Whistlers and Allies
Pachycephala fulvotincta fulviventris,Whistlers and Allies
Pachycephala macrorhyncha,Whistlers and Allies
Pachycephala macrorhyncha pelengensis,Whistlers and Allies
Pachycephala macrorhyncha clio,Whistlers and Allies
Pachycephala macrorhyncha buruensis,Whistlers and Allies
Pachycephala macrorhyncha macrorhyncha,Whistlers and Allies
Pachycephala macrorhyncha calliope,Whistlers and Allies
Pachycephala macrorhyncha compar,Whistlers and Allies
Pachycephala macrorhyncha par,Whistlers and Allies
Pachycephala macrorhyncha dammeriana,Whistlers and Allies
Pachycephala macrorhyncha sharpei,Whistlers and Allies
Pachycephala macrorhyncha fuscoflava,Whistlers and Allies
Pachycephala mentalis,Whistlers and Allies
Pachycephala mentalis mentalis,Whistlers and Allies
Pachycephala mentalis tidorensis,Whistlers and Allies
Pachycephala mentalis obiensis,Whistlers and Allies
Pachycephala balim,Whistlers and Allies
Pachycephala pectoralis,Whistlers and Allies
Pachycephala pectoralis [pectoralis Group],Whistlers and Allies
Pachycephala pectoralis pectoralis,Whistlers and Allies
Pachycephala pectoralis youngi,Whistlers and Allies
Pachycephala pectoralis glaucura,Whistlers and Allies
Pachycephala pectoralis contempta,Whistlers and Allies
Pachycephala pectoralis xanthoprocta,Whistlers and Allies
Pachycephala pectoralis fuliginosa,Whistlers and Allies
Pachycephala occidentalis,Whistlers and Allies
Pachycephala melanura,Whistlers and Allies
Pachycephala melanura dahli,Whistlers and Allies
Pachycephala melanura melanura,Whistlers and Allies
Pachycephala melanura robusta,Whistlers and Allies
Pachycephala melanura spinicaudus,Whistlers and Allies
Pachycephala tenebrosa,Whistlers and Allies
Pachycephala modesta,Whistlers and Allies
Pachycephala modesta modesta,Whistlers and Allies
Pachycephala modesta hypoleuca,Whistlers and Allies
Pachycephala modesta telefolminensis,Whistlers and Allies
Pachycephala lorentzi,Whistlers and Allies
Pachycephala aurea,Whistlers and Allies
Pachycephala philippinensis,Whistlers and Allies
Pachycephala philippinensis fallax,Whistlers and Allies
Pachycephala philippinensis illex,Whistlers and Allies
Pachycephala philippinensis philippinensis,Whistlers and Allies
Pachycephala philippinensis siquijorensis,Whistlers and Allies
Pachycephala philippinensis apoensis,Whistlers and Allies
Pachycephala philippinensis basilanica,Whistlers and Allies
Pachycephala philippinensis boholensis,Whistlers and Allies
Pachycephala hypoxantha,Whistlers and Allies
Pachycephala hypoxantha hypoxantha,Whistlers and Allies
Pachycephala hypoxantha sarawacensis,Whistlers and Allies
Pachycephala sulfuriventer,Whistlers and Allies
Pachycephala cinerea,Whistlers and Allies
Pachycephala albiventris,Whistlers and Allies
Pachycephala homeyeri,Whistlers and Allies
Pachycephala homeyeri homeyeri,Whistlers and Allies
Pachycephala homeyeri major,Whistlers and Allies
Pachycephala homeyeri winchelli,Whistlers and Allies
Pachycephala phaionota,Whistlers and Allies
Pachycephala hyperythra,Whistlers and Allies
Pachycephala hyperythra hyperythra,Whistlers and Allies
Pachycephala hyperythra sepikiana,Whistlers and Allies
Pachycephala hyperythra reichenowi,Whistlers and Allies
Pachycephala hyperythra salvadorii,Whistlers and Allies
Pachycephala simplex,Whistlers and Allies
Pachycephala simplex simplex/brunnescens,Whistlers and Allies
Pachycephala simplex simplex,Whistlers and Allies
Pachycephala simplex brunnescens,Whistlers and Allies
Pachycephala simplex [griseiceps Group],Whistlers and Allies
Pachycephala simplex rufipennis,Whistlers and Allies
Pachycephala simplex miosnomensis,Whistlers and Allies
Pachycephala simplex griseiceps,Whistlers and Allies
Pachycephala simplex jobiensis,Whistlers and Allies
Pachycephala simplex sudestensis,Whistlers and Allies
Pachycephala simplex peninsulae,Whistlers and Allies
Pachycephala arctitorquis,Whistlers and Allies
Pachycephala arctitorquis tianduana,Whistlers and Allies
Pachycephala arctitorquis kebirensis,Whistlers and Allies
Pachycephala arctitorquis arctitorquis,Whistlers and Allies
Pachycephala griseonota,Whistlers and Allies
Pachycephala griseonota [griseonota Group],Whistlers and Allies
Pachycephala griseonota lineolata,Whistlers and Allies
Pachycephala griseonota cinerascens,Whistlers and Allies
Pachycephala griseonota examinata,Whistlers and Allies
Pachycephala griseonota griseonota,Whistlers and Allies
Pachycephala griseonota kuehni,Whistlers and Allies
Pachycephala griseonota johni,Whistlers and Allies
Pachycephala leucogastra,Whistlers and Allies
Pachycephala leucogastra leucogastra,Whistlers and Allies
Pachycephala leucogastra meeki,Whistlers and Allies
Pachycephala monacha,Whistlers and Allies
Pachycephala monacha monacha,Whistlers and Allies
Pachycephala monacha dorsalis,Whistlers and Allies
Pachycephala rufiventris,Whistlers and Allies
Pachycephala rufiventris minor,Whistlers and Allies
Pachycephala rufiventris falcata,Whistlers and Allies
Pachycephala rufiventris pallida,Whistlers and Allies
Pachycephala rufiventris rufiventris,Whistlers and Allies
Pachycephala rufiventris xanthetraea,Whistlers and Allies
Pachycephala lanioides,Whistlers and Allies
Pachycephala lanioides carnarvoni,Whistlers and Allies
Pachycephala lanioides lanioides,Whistlers and Allies
Pachycephala lanioides fretorum,Whistlers and Allies
Pachycephala sp.,Whistlers and Allies
Rhagologus leucostigma,Mottled Berryhunter
Rhagologus leucostigma leucostigma,Mottled Berryhunter
Rhagologus leucostigma novus,Mottled Berryhunter
Rhagologus leucostigma obscurus,Mottled Berryhunter
Oreoica gutturalis,Australo-Papuan Bellbirds
Oreoica gutturalis gutturalis,Australo-Papuan Bellbirds
Oreoica gutturalis pallescens,Australo-Papuan Bellbirds
Aleadryas rufinucha,Australo-Papuan Bellbirds
Aleadryas rufinucha rufinucha,Australo-Papuan Bellbirds
Aleadryas rufinucha niveifrons,Australo-Papuan Bellbirds
Aleadryas rufinucha lochmia,Australo-Papuan Bellbirds
Aleadryas rufinucha gamblei,Australo-Papuan Bellbirds
Ornorectes cristatus,Australo-Papuan Bellbirds
Ornorectes cristatus cristatus,Australo-Papuan Bellbirds
Ornorectes cristatus arthuri,Australo-Papuan Bellbirds
Ornorectes cristatus kodonophonos,Australo-Papuan Bellbirds
Platylophus galericulatus,Crested Shrikejay
Platylophus galericulatus ardesiacus,Crested Shrikejay
Platylophus galericulatus coronatus,Crested Shrikejay
Platylophus galericulatus galericulatus,Crested Shrikejay
Lanius tigrinus,Shrikes
Lanius bucephalus,Shrikes
Lanius bucephalus bucephalus,Shrikes
Lanius bucephalus sicarius,Shrikes
Lanius collurio,Shrikes
Lanius phoenicuroides,Shrikes
Lanius collurio x phoenicuroides,Shrikes
Lanius isabellinus,Shrikes
Lanius isabellinus isabellinus,Shrikes
Lanius isabellinus arenarius/tsaidamensis,Shrikes
Lanius isabellinus arenarius,Shrikes
Lanius isabellinus tsaidamensis,Shrikes
Lanius phoenicuroides/isabellinus,Shrikes
Lanius cristatus,Shrikes
Lanius cristatus cristatus/confusus,Shrikes
Lanius cristatus cristatus,Shrikes
Lanius cristatus confusus,Shrikes
Lanius cristatus superciliosus,Shrikes
Lanius cristatus lucionensis,Shrikes
Lanius phoenicuroides/isabellinus/cristatus,Shrikes
Lanius collurioides,Shrikes
Lanius collurioides collurioides,Shrikes
Lanius collurioides nigricapillus,Shrikes
Lanius gubernator,Shrikes
Lanius vittatus,Shrikes
Lanius vittatus vittatus,Shrikes
Lanius vittatus nargianus,Shrikes
Lanius schach,Shrikes
Lanius schach erythronotus/caniceps,Shrikes
Lanius schach erythronotus,Shrikes
Lanius schach caniceps,Shrikes
Lanius schach schach,Shrikes
Lanius schach tricolor/longicaudatus,Shrikes
Lanius schach tricolor,Shrikes
Lanius schach longicaudatus,Shrikes
Lanius schach bentet,Shrikes
Lanius schach [nasutus Group],Shrikes
Lanius schach nasutus,Shrikes
Lanius schach suluensis,Shrikes
Lanius schach stresemanni,Shrikes
Lanius tephronotus,Shrikes
Lanius tephronotus tephronotus,Shrikes
Lanius tephronotus lahulensis,Shrikes
Lanius validirostris,Shrikes
Lanius validirostris validirostris,Shrikes
Lanius validirostris tertius,Shrikes
Lanius validirostris hachisuka,Shrikes
Lanius ludovicianus,Shrikes
Lanius ludovicianus gambeli,Shrikes
Lanius ludovicianus excubitorides,Shrikes
Lanius ludovicianus migrans,Shrikes
Lanius ludovicianus sonoriensis,Shrikes
Lanius ludovicianus anthonyi,Shrikes
Lanius ludovicianus mearnsi,Shrikes
Lanius ludovicianus grinnelli,Shrikes
Lanius ludovicianus nelsoni,Shrikes
Lanius ludovicianus ludovicianus,Shrikes
Lanius ludovicianus miamensis,Shrikes
Lanius ludovicianus mexicanus,Shrikes
Lanius borealis,Shrikes
Lanius borealis [mollis Group],Shrikes
Lanius borealis sibiricus,Shrikes
Lanius borealis bianchii,Shrikes
Lanius borealis mollis,Shrikes
Lanius borealis funereus,Shrikes
Lanius borealis borealis,Shrikes
Lanius ludovicianus/borealis,Shrikes
Lanius meridionalis,Shrikes
Lanius excubitor,Shrikes
Lanius excubitor [excubitor Group],Shrikes
Lanius excubitor excubitor,Shrikes
Lanius excubitor homeyeri,Shrikes
Lanius excubitor leucopterus,Shrikes
Lanius excubitor [elegans Group],Shrikes
Lanius excubitor koenigi,Shrikes
Lanius excubitor algeriensis,Shrikes
Lanius excubitor elegans,Shrikes
Lanius excubitor leucopygos,Shrikes
Lanius excubitor aucheri/buryi,Shrikes
Lanius excubitor aucheri,Shrikes
Lanius excubitor buryi,Shrikes
Lanius excubitor uncinatus,Shrikes
Lanius excubitor pallidirostris,Shrikes
Lanius excubitor lahtora,Shrikes
Lanius borealis/excubitor,Shrikes
Lanius meridionalis/excubitor,Shrikes
Lanius minor,Shrikes
Lanius sphenocercus,Shrikes
Lanius sphenocercus sphenocercus,Shrikes
Lanius sphenocercus giganteus,Shrikes
Lanius excubitoroides,Shrikes
Lanius excubitoroides excubitoroides,Shrikes
Lanius excubitoroides intercedens,Shrikes
Lanius excubitoroides boehmi,Shrikes
Lanius cabanisi,Shrikes
Lanius dorsalis,Shrikes
Lanius somalicus,Shrikes
Lanius mackinnoni,Shrikes
Lanius humeralis,Shrikes
Lanius humeralis smithii,Shrikes
Lanius humeralis humeralis,Shrikes
Lanius humeralis capelli,Shrikes
Lanius collaris,Shrikes
Lanius collaris marwitzi,Shrikes
Lanius collaris [collaris Group],Shrikes
Lanius collaris collaris,Shrikes
Lanius collaris pyrrhostictus,Shrikes
Lanius collaris subcoronatus,Shrikes
Lanius collaris aridicolus,Shrikes
Lanius humeralis/collaris,Shrikes
Lanius souzae,Shrikes
Lanius souzae souzae,Shrikes
Lanius souzae burigi,Shrikes
Lanius souzae tacitus,Shrikes
Lanius newtoni,Shrikes
Lanius nubicus,Shrikes
Lanius senator,Shrikes
Lanius senator senator,Shrikes
Lanius senator badius,Shrikes
Lanius senator niloticus,Shrikes
Lanius collurio x senator,Shrikes
Lanius sp.,Shrikes
Corvinella corvina,Shrikes
Corvinella corvina corvina,Shrikes
Corvinella corvina togoensis,Shrikes
Corvinella corvina caliginosa,Shrikes
Corvinella corvina affinis,Shrikes
Corvinella melanoleuca,Shrikes
Corvinella melanoleuca aequatorialis,Shrikes
Corvinella melanoleuca expressa,Shrikes
Corvinella melanoleuca melanoleuca,Shrikes
Eurocephalus ruppelli,Shrikes
Eurocephalus anguitimens,Shrikes
Eurocephalus anguitimens anguitimens,Shrikes
Eurocephalus anguitimens niveus,Shrikes
Pteruthius rufiventer,Shrike-Babblers and Erpornis
Pteruthius flaviscapis,Shrike-Babblers and Erpornis
Pteruthius ripleyi,Shrike-Babblers and Erpornis
Pteruthius aeralatus,Shrike-Babblers and Erpornis
Pteruthius aeralatus validirostris,Shrike-Babblers and Erpornis
Pteruthius aeralatus ricketti,Shrike-Babblers and Erpornis
Pteruthius aeralatus [aeralatus Group],Shrike-Babblers and Erpornis
Pteruthius aeralatus aeralatus,Shrike-Babblers and Erpornis
Pteruthius aeralatus schauenseei,Shrike-Babblers and Erpornis
Pteruthius aeralatus cameranoi,Shrike-Babblers and Erpornis
Pteruthius aeralatus robinsoni,Shrike-Babblers and Erpornis
Pteruthius annamensis,Shrike-Babblers and Erpornis
Pteruthius xanthochlorus,Shrike-Babblers and Erpornis
Pteruthius xanthochlorus xanthochlorus/occidentalis,Shrike-Babblers and Erpornis
Pteruthius xanthochlorus occidentalis,Shrike-Babblers and Erpornis
Pteruthius xanthochlorus xanthochlorus,Shrike-Babblers and Erpornis
Pteruthius xanthochlorus pallidus/hybrida,Shrike-Babblers and Erpornis
Pteruthius xanthochlorus hybrida,Shrike-Babblers and Erpornis
Pteruthius xanthochlorus pallidus,Shrike-Babblers and Erpornis
Pteruthius melanotis,Shrike-Babblers and Erpornis
Pteruthius melanotis melanotis,Shrike-Babblers and Erpornis
Pteruthius melanotis tahanensis,Shrike-Babblers and Erpornis
Pteruthius aenobarbus,Shrike-Babblers and Erpornis
Pteruthius intermedius,Shrike-Babblers and Erpornis
Pteruthius intermedius aenobarbulus,Shrike-Babblers and Erpornis
Pteruthius intermedius intermedius,Shrike-Babblers and Erpornis
Pteruthius sp.,Shrike-Babblers and Erpornis
Erpornis zantholeuca,Shrike-Babblers and Erpornis
Erpornis zantholeuca zantholeuca,Shrike-Babblers and Erpornis
Erpornis zantholeuca tyrannulus,Shrike-Babblers and Erpornis
Erpornis zantholeuca griseiloris,Shrike-Babblers and Erpornis
Erpornis zantholeuca sordida,Shrike-Babblers and Erpornis
Erpornis zantholeuca canescens,Shrike-Babblers and Erpornis
Erpornis zantholeuca interposita,Shrike-Babblers and Erpornis
Erpornis zantholeuca saani,Shrike-Babblers and Erpornis
Erpornis zantholeuca brunnescens,Shrike-Babblers and Erpornis
Cyclarhis gujanensis,Vireos
Cyclarhis gujanensis [gujanensis Group],Vireos
Cyclarhis gujanensis flaviventris,Vireos
Cyclarhis gujanensis yucatanensis,Vireos
Cyclarhis gujanensis nicaraguae,Vireos
Cyclarhis gujanensis subflavescens,Vireos
Cyclarhis gujanensis perrygoi,Vireos
Cyclarhis gujanensis flavens,Vireos
Cyclarhis gujanensis coibae,Vireos
Cyclarhis gujanensis cantica,Vireos
Cyclarhis gujanensis flavipectus,Vireos
Cyclarhis gujanensis parva,Vireos
Cyclarhis gujanensis gujanensis,Vireos
Cyclarhis gujanensis pax,Vireos
Cyclarhis gujanensis dorsalis,Vireos
Cyclarhis gujanensis tarijae,Vireos
Cyclarhis gujanensis insularis,Vireos
Cyclarhis gujanensis [virenticeps Group],Vireos
Cyclarhis gujanensis virenticeps,Vireos
Cyclarhis gujanensis contrerasi,Vireos
Cyclarhis gujanensis saturata,Vireos
Cyclarhis gujanensis viridis/cearensis,Vireos
Cyclarhis gujanensis cearensis,Vireos
Cyclarhis gujanensis viridis,Vireos
Cyclarhis gujanensis ochrocephala,Vireos
Cyclarhis nigrirostris,Vireos
Cyclarhis nigrirostris nigrirostris,Vireos
Cyclarhis nigrirostris atrirostris,Vireos
Cyclarhis gujanensis/nigrirostris,Vireos
Hylophilus amaurocephalus,Vireos
Hylophilus poicilotis,Vireos
Hylophilus olivaceus,Vireos
Hylophilus pectoralis,Vireos
Hylophilus flavipes,Vireos
Hylophilus flavipes viridiflavus/xuthus,Vireos
Hylophilus flavipes viridiflavus,Vireos
Hylophilus flavipes xuthus,Vireos
Hylophilus flavipes [flavipes Group],Vireos
Hylophilus flavipes flavipes,Vireos
Hylophilus flavipes melleus,Vireos
Hylophilus flavipes galbanus,Vireos
Hylophilus flavipes acuticauda,Vireos
Hylophilus flavipes insularis,Vireos
Hylophilus semicinereus,Vireos
Hylophilus semicinereus viridiceps,Vireos
Hylophilus semicinereus semicinereus,Vireos
Hylophilus semicinereus juruanus,Vireos
Hylophilus brunneiceps,Vireos
Hylophilus thoracicus,Vireos
Hylophilus thoracicus griseiventris/aemulus,Vireos
Hylophilus thoracicus aemulus,Vireos
Hylophilus thoracicus griseiventris,Vireos
Hylophilus thoracicus thoracicus,Vireos
Vireolanius melitophrys,Vireos
Vireolanius melitophrys goldmani,Vireos
Vireolanius melitophrys melitophrys,Vireos
Vireolanius pulchellus,Vireos
Vireolanius pulchellus ramosi,Vireos
Vireolanius pulchellus pulchellus,Vireos
Vireolanius pulchellus verticalis,Vireos
Vireolanius pulchellus viridiceps,Vireos
Vireolanius eximius,Vireos
Vireolanius eximius mutabilis,Vireos
Vireolanius eximius eximius,Vireos
Vireolanius leucotis,Vireos
Vireolanius leucotis mikettae,Vireos
Vireolanius leucotis [leucotis Group],Vireos
Vireolanius leucotis leucotis,Vireos
Vireolanius leucotis simplex,Vireos
Vireolanius leucotis bolivianus,Vireos
Tunchiornis ochraceiceps,Vireos
Tunchiornis ochraceiceps [ochraceiceps Group],Vireos
Tunchiornis ochraceiceps ochraceiceps,Vireos
Tunchiornis ochraceiceps pallidipectus,Vireos
Tunchiornis ochraceiceps nelsoni,Vireos
Tunchiornis ochraceiceps bulunensis,Vireos
Tunchiornis ochraceiceps ferrugineifrons/viridior,Vireos
Tunchiornis ochraceiceps ferrugineifrons,Vireos
Tunchiornis ochraceiceps viridior,Vireos
Tunchiornis ochraceiceps luteifrons,Vireos
Tunchiornis ochraceiceps rubrifrons/lutescens,Vireos
Tunchiornis ochraceiceps lutescens,Vireos
Tunchiornis ochraceiceps rubrifrons,Vireos
Pachysylvia decurtata,Vireos
Pachysylvia decurtata decurtata/darienensis,Vireos
Pachysylvia decurtata decurtata,Vireos
Pachysylvia decurtata darienensis,Vireos
Pachysylvia decurtata minor,Vireos
Pachysylvia hypoxantha,Vireos
Pachysylvia hypoxantha hypoxantha,Vireos
Pachysylvia hypoxantha fuscicapillus,Vireos
Pachysylvia hypoxantha flaviventris,Vireos
Pachysylvia hypoxantha icterica,Vireos
Pachysylvia hypoxantha albigula,Vireos
Pachysylvia hypoxantha inornata,Vireos
Pachysylvia muscicapina,Vireos
Pachysylvia muscicapina muscicapina,Vireos
Pachysylvia muscicapina griseifrons,Vireos
Pachysylvia aurantiifrons,Vireos
Pachysylvia aurantiifrons aurantiifrons,Vireos
Pachysylvia aurantiifrons helvina,Vireos
Pachysylvia aurantiifrons saturata,Vireos
Pachysylvia semibrunnea,Vireos
Hylophilus/Tunchiornis/Pachysylvia sp.,Vireos
Vireo hypochryseus,Vireos
Vireo hypochryseus nitidus,Vireos
Vireo hypochryseus hypochryseus,Vireos
Vireo hypochryseus sordidus,Vireos
Vireo osburni,Vireos
Vireo brevipennis,Vireos
Vireo atricapilla,Vireos
Vireo nelsoni,Vireos
Vireo griseus,Vireos
Vireo griseus [griseus Group],Vireos
Vireo griseus noveboracensis,Vireos
Vireo griseus griseus,Vireos
Vireo griseus maynardi,Vireos
Vireo griseus bermudianus,Vireos
Vireo griseus micrus,Vireos
Vireo griseus perquisitor,Vireos
Vireo crassirostris,Vireos
Vireo crassirostris [crassirostris Group],Vireos
Vireo crassirostris crassirostris,Vireos
Vireo crassirostris stalagmium,Vireos
Vireo crassirostris cubensis,Vireos
Vireo crassirostris alleni,Vireos
Vireo crassirostris tortugae,Vireos
Vireo crassirostris approximans,Vireos
Vireo pallens,Vireos
Vireo pallens paluster,Vireos
Vireo pallens ochraceus/semiflavus,Vireos
Vireo pallens semiflavus,Vireos
Vireo pallens ochraceus,Vireos
Vireo pallens pallens,Vireos
Vireo bairdi,Vireos
Vireo caribaeus,Vireos
Vireo modestus,Vireos
Vireo gundlachii,Vireos
Vireo latimeri,Vireos
Vireo nanus,Vireos
Vireo bellii,Vireos
Vireo bellii bellii/medius,Vireos
Vireo bellii medius,Vireos
Vireo bellii bellii,Vireos
Vireo bellii arizonae,Vireos
Vireo bellii pusillus,Vireos
Vireo vicinior,Vireos
Vireo huttoni,Vireos
Vireo huttoni [huttoni Group],Vireos
Vireo huttoni insularis,Vireos
Vireo huttoni huttoni,Vireos
Vireo huttoni obscurus,Vireos
Vireo huttoni parkesi,Vireos
Vireo huttoni sierrae,Vireos
Vireo huttoni unitti,Vireos
Vireo huttoni oberholseri,Vireos
Vireo huttoni cognatus,Vireos
Vireo huttoni [stephensi Group],Vireos
Vireo huttoni stephensi,Vireos
Vireo huttoni carolinae,Vireos
Vireo huttoni pacificus,Vireos
